insert into account values(3300000, "name20000", 990.54);
insert into account values(3300665, "name20665", 489.121);
insert into account values(3300666, "name20666", 465.486);
insert into account values(3300667, "name20667", 13.793);
insert into account values(3300668, "name20668", 906.467);
insert into account values(3300669, "name20669", 182.777);
insert into account values(3300670, "name20670", 635.689);
insert into account values(3300671, "name20671", 757.594);
insert into account values(3300672, "name20672", 908.254);
insert into account values(3300673, "name20673", 773.35);
insert into account values(3300674, "name20674", 466.824);
insert into account values(3300675, "name20675", 578.096);
insert into account values(3300676, "name20676", 954.026);
insert into account values(3300677, "name20677", 385.042);
insert into account values(3300678, "name20678", 809.019);
insert into account values(3300679, "name20679", 232.535);
insert into account values(3300680, "name20680", 290.117);
insert into account values(3300681, "name20681", 199.746);
insert into account values(3300682, "name20682", 127.261);
insert into account values(3300683, "name20683", 312.351);
insert into account values(3300684, "name20684", 875.342);
insert into account values(3300685, "name20685", 746.168);
insert into account values(3300686, "name20686", 96.771);
insert into account values(3300687, "name20687", 548.651);
insert into account values(3300688, "name20688", 837.429);
insert into account values(3300689, "name20689", 456.49);
insert into account values(3300690, "name20690", 130.961);
insert into account values(3300691, "name20691", 990.162);
insert into account values(3300692, "name20692", 926.238);
insert into account values(3300693, "name20693", 995.985);
insert into account values(3300694, "name20694", 857.693);
insert into account values(3300695, "name20695", 497.657);
insert into account values(3300696, "name20696", 398.466);
insert into account values(3300697, "name20697", 689.41);
insert into account values(3300698, "name20698", 691.034);
insert into account values(3300699, "name20699", 718.095);
insert into account values(3300700, "name20700", 732.213);
insert into account values(3300701, "name20701", 748.744);
insert into account values(3300702, "name20702", 340.334);
insert into account values(3300703, "name20703", 169.008);
insert into account values(3300704, "name20704", 470.881);
insert into account values(3300705, "name20705", 970.536);
insert into account values(3300706, "name20706", 500.245);
insert into account values(3300707, "name20707", 402.995);
insert into account values(3300708, "name20708", 989.93);
insert into account values(3300709, "name20709", 142.139);
insert into account values(3300710, "name20710", 316.756);
insert into account values(3300711, "name20711", 580.14);
insert into account values(3300712, "name20712", 671.272);
insert into account values(3300713, "name20713", 22.344);
insert into account values(3300714, "name20714", 277.798);
insert into account values(3300715, "name20715", 537.395);
insert into account values(3300716, "name20716", 27.152);
insert into account values(3300717, "name20717", 699.711);
insert into account values(3300718, "name20718", 865.778);
insert into account values(3300719, "name20719", 308.187);
insert into account values(3300720, "name20720", 296.499);
insert into account values(3300721, "name20721", 612.631);
insert into account values(3300722, "name20722", 639.675);
insert into account values(3300723, "name20723", 78.532);
insert into account values(3300724, "name20724", 599.765);
insert into account values(3300725, "name20725", 187.937);
insert into account values(3300726, "name20726", 779.695);
insert into account values(3300727, "name20727", 978.457);
insert into account values(3300728, "name20728", 884.399);
insert into account values(3300729, "name20729", 422.299);
insert into account values(3300730, "name20730", 660.256);
insert into account values(3300731, "name20731", 224.986);
insert into account values(3300732, "name20732", 49.95);
insert into account values(3300733, "name20733", 647.031);
insert into account values(3300734, "name20734", 821.678);
insert into account values(3300735, "name20735", 734.611);
insert into account values(3300736, "name20736", 843.194);
insert into account values(3300737, "name20737", 837.065);
insert into account values(3300738, "name20738", 732.124);
insert into account values(3300739, "name20739", 826.003);
insert into account values(3300740, "name20740", 876.432);
insert into account values(3300741, "name20741", 25.796);
insert into account values(3300742, "name20742", 422.87);
insert into account values(3300743, "name20743", 729.678);
insert into account values(3300744, "name20744", 783.04);
insert into account values(3300745, "name20745", 810.941);
insert into account values(3300746, "name20746", 433.217);
insert into account values(3300747, "name20747", 708.9);
insert into account values(3300748, "name20748", 590.191);
insert into account values(3300749, "name20749", 497.806);
insert into account values(3300750, "name20750", 945.483);
insert into account values(3300751, "name20751", 526);
insert into account values(3300752, "name20752", 607.671);
